event_type,event_cause,corridor,zone,police_station,veh_type,hour,day_of_week,month,is_weekend,is_peak_hour,priority,requires_road_closure,resolution_minutes,time_unspecified,cause_speed
unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,bmtc_bus,7.0,3.0,3.0,0,1,High,False,43.93709355,0,fast
unplanned,accident,hosur road,unknown,madiwala,unknown,22.0,0.0,3.0,0,1,High,False,19.286777033333333,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,kodigehalli,lcv,6.0,3.0,3.0,0,1,High,False,,0,fast
unplanned,congestion,hennur main road,unknown,hennuru,unknown,6.0,3.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,lcv,23.0,0.0,3.0,0,0,High,False,26.211784233333333,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,sheshadripuram,private_bus,22.0,0.0,3.0,0,1,Low,False,,0,fast
planned,public_event,old madras road,unknown,shivajinagar,unknown,8.0,3.0,3.0,0,0,High,True,,1,fast
unplanned,vehicle_breakdown,magadi road,unknown,magadi road,lcv,6.0,3.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,r.t. nagar,private_bus,6.0,3.0,3.0,0,1,Low,False,,0,fast
planned,construction,non-corridor,central zone 2,high ground,unknown,8.0,3.0,3.0,0,0,Low,True,,1,slow
unplanned,vehicle_breakdown,non-corridor,unknown,upparpet,ksrtc_bus,1.0,1.0,3.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,bmtc_bus,23.0,0.0,3.0,0,0,High,False,20.760291183333333,0,fast
unplanned,pot_holes,non-corridor,unknown,adugodi,unknown,0.0,1.0,3.0,0,0,Low,False,55012.060823416665,0,slow
unplanned,vehicle_breakdown,airport new south road,unknown,hennuru,others,23.0,0.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,others,23.0,0.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,west of chord road,unknown,vijayanagara,bmtc_bus,22.0,0.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,west of chord road,unknown,vijayanagara,bmtc_bus,21.0,0.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,halasur,bmtc_bus,1.0,1.0,3.0,0,0,Low,False,,0,fast
planned,construction,non-corridor,unknown,whitefield,unknown,19.0,3.0,3.0,0,1,Low,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,sadashivanagar,unknown,2.0,1.0,3.0,0,0,Low,False,6753.669983233333,0,slow
unplanned,vehicle_breakdown,orr north 1,unknown,hennuru,bmtc_bus,0.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,airport new south road,unknown,hennuru,bmtc_bus,0.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,others,non-corridor,unknown,sheshadripuram,unknown,19.0,3.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,peenya,lcv,2.0,1.0,3.0,0,0,High,False,14.798998433333333,0,fast
unplanned,vehicle_breakdown,orr east 2,unknown,hal old airport,bmtc_bus,2.0,1.0,3.0,0,0,High,False,1.318493583333333,0,fast
unplanned,pot_holes,non-corridor,unknown,kodigehalli,unknown,2.0,1.0,3.0,0,0,Low,False,,0,slow
unplanned,water_logging,cbd 2,unknown,cubbon park,unknown,2.0,1.0,3.0,0,0,High,False,1397.64799305,0,slow
unplanned,others,non-corridor,unknown,chamarajpet,unknown,19.0,3.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,bmtc_bus,20.0,3.0,3.0,0,1,High,False,17.37361458333333,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,peenya,bmtc_bus,21.0,3.0,3.0,0,1,Low,False,137.26294234999995,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,kodigehalli,heavy_vehicle,4.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr east 2,unknown,mahadevapura,bmtc_bus,2.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr east 2,unknown,mahadevapura,bmtc_bus,2.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,banaswadi,lcv,19.0,3.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,hosur road,unknown,hsr layout,private_bus,2.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,devanahalli airport,private_bus,19.0,3.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,chikkabanavara,heavy_vehicle,18.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,kodigehalli,heavy_vehicle,3.0,1.0,3.0,0,0,High,True,,0,fast
unplanned,pot_holes,non-corridor,unknown,jayanagara,unknown,4.0,1.0,3.0,0,0,Low,False,,0,slow
unplanned,vehicle_breakdown,cbd 2,unknown,cubbon park,bmtc_bus,5.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,truck,5.0,1.0,3.0,0,1,High,False,55.2758047,0,fast
unplanned,congestion,orr north 2,unknown,kodigehalli,unknown,5.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,accident,orr north 1,unknown,banaswadi,unknown,4.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,accident,orr north 1,unknown,hebbala,unknown,4.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,upparpet,bmtc_bus,21.0,3.0,3.0,0,1,Low,False,12.261251683333334,0,fast
unplanned,construction,mysore road,unknown,byatarayanapura,unknown,21.0,3.0,3.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,bmtc_bus,6.0,1.0,3.0,0,1,High,False,61.61077986666667,0,fast
unplanned,road_conditions,non-corridor,unknown,kamakshipalya,unknown,21.0,3.0,3.0,0,1,Low,False,,0,slow
unplanned,water_logging,irr(thanisandra road),unknown,adugodi,unknown,21.0,3.0,3.0,0,1,High,False,,0,slow
unplanned,water_logging,magadi road,unknown,kamakshipalya,unknown,21.0,3.0,3.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,bmtc_bus,6.0,1.0,3.0,0,1,High,False,64.27595888333333,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,taxi,22.0,3.0,3.0,0,1,High,False,14.07579545,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,heavy_vehicle,6.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,pot_holes,non-corridor,unknown,mahadevapura,unknown,23.0,3.0,3.0,0,0,Low,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,jnanabharathi,heavy_vehicle,8.0,1.0,3.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,orr east 1,unknown,hsr layout,bmtc_bus,22.0,3.0,3.0,0,1,High,True,21.646528683333333,0,fast
planned,construction,non-corridor,unknown,ashok nagar,unknown,22.0,3.0,3.0,0,1,Low,False,,0,slow
unplanned,road_conditions,non-corridor,unknown,k.r. pura,unknown,23.0,3.0,3.0,0,0,Low,False,19176.48166508333,0,slow
unplanned,road_conditions,non-corridor,unknown,k.r. pura,unknown,23.0,3.0,3.0,0,0,Low,False,19180.275299733334,0,slow
unplanned,others,non-corridor,unknown,sheshadripuram,unknown,23.0,3.0,3.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,kodigehalli,lcv,8.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,chikkabanavara,heavy_vehicle,18.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 1,unknown,banaswadi,bmtc_bus,11.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 1,unknown,banaswadi,private_car,7.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,private_car,18.0,1.0,3.0,0,0,High,False,24.362505416666668,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.g. halli,bmtc_bus,0.0,4.0,3.0,0,0,Low,False,39.91352521666667,0,fast
unplanned,accident,non-corridor,unknown,peenya,unknown,22.0,3.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,halasuru gate,bmtc_bus,23.0,3.0,3.0,0,0,Low,True,20.05264845,0,fast
unplanned,road_conditions,non-corridor,unknown,k.r. pura,unknown,23.0,3.0,3.0,0,0,Low,False,19168.52488603333,0,slow
unplanned,vehicle_breakdown,orr north 1,unknown,mahadevapura,heavy_vehicle,23.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.s. layout,bmtc_bus,23.0,3.0,3.0,0,0,Low,False,,0,fast
unplanned,water_logging,bellary road 2,unknown,yelahanka,unknown,6.0,2.0,1.0,0,1,High,False,59786.04160051666,0,slow
unplanned,others,hennur main road,unknown,hennuru,unknown,20.0,1.0,3.0,0,1,High,False,10404.144533566669,0,fast
unplanned,others,bellary road 1,unknown,kodigehalli,unknown,1.0,4.0,3.0,0,0,High,False,4304.7043229,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,heavy_vehicle,20.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,others,cbd 1,unknown,shivajinagar,unknown,19.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,peenya,bmtc_bus,20.0,1.0,3.0,0,1,High,False,10.195782266666669,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,private_bus,20.0,1.0,3.0,0,1,High,False,6.759156316666666,0,fast
unplanned,others,mysore road,unknown,chamarajpet,unknown,19.0,1.0,3.0,0,1,High,False,2073.54119145,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,chikkabanavara,bmtc_bus,1.0,4.0,3.0,0,0,High,False,23.556338,0,fast
unplanned,others,non-corridor,unknown,hennuru,unknown,20.0,1.0,3.0,0,1,Low,False,1954.897802166667,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,mico layout,heavy_vehicle,1.0,4.0,3.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,sadashivanagar,lcv,4.0,4.0,3.0,0,0,High,False,,0,fast
unplanned,congestion,hennur main road,unknown,hennuru,unknown,4.0,4.0,3.0,0,0,High,False,157.83113301666666,0,fast
planned,construction,orr east 2,unknown,hal old airport,unknown,21.0,1.0,3.0,0,1,High,False,,0,slow
unplanned,other_rare,non-corridor,unknown,hsr layout,unknown,21.0,1.0,3.0,0,1,Low,False,2.3584172666666663,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,private_bus,19.0,1.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,lcv,18.0,1.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,bmtc_bus,21.0,1.0,3.0,0,1,High,False,98.79469238333331,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,whitefield,bmtc_bus,3.0,4.0,3.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,truck,22.0,1.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,others,4.0,4.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,banashankari,bmtc_bus,6.0,4.0,3.0,0,1,Low,False,19.4802817,0,fast
unplanned,water_logging,non-corridor,unknown,r.t. nagar,unknown,6.0,4.0,3.0,0,1,Low,False,,0,slow
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,private_car,5.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,private_bus,5.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,bmtc_bus,6.0,4.0,3.0,0,1,High,False,112.59205778333332,0,fast
unplanned,others,bellary road 1,unknown,kodigehalli,unknown,22.0,1.0,3.0,0,1,High,False,23212.68517465,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,lcv,3.0,4.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,hosur road,unknown,hsr layout,bmtc_bus,6.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,kodigehalli,private_bus,21.0,1.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,halasuru gate,bmtc_bus,22.0,1.0,3.0,0,1,Low,False,36.436371050000005,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,pulikeshinagar(f.town),bmtc_bus,22.0,1.0,3.0,0,1,Low,False,41.06278635,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,jnanabharathi,others,20.0,1.0,3.0,0,1,Low,False,,0,fast
planned,construction,orr east 2,unknown,hal old airport,unknown,20.0,3.0,3.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,hosur road,unknown,madiwala,private_bus,8.0,4.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,yelahanka,bmtc_bus,23.0,1.0,3.0,0,0,Low,False,63.735437633333326,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,bmtc_bus,7.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,heavy_vehicle,18.0,4.0,3.0,0,0,High,False,41.89284255,0,fast
unplanned,construction,orr north 1,unknown,banaswadi,unknown,19.0,4.0,3.0,0,1,High,False,,0,slow
unplanned,accident,non-corridor,unknown,no police station,unknown,0.0,2.0,3.0,0,0,Low,False,,0,fast
unplanned,water_logging,bellary road 1,unknown,hebbala,unknown,19.0,4.0,3.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,hal old airport,others,22.0,1.0,3.0,0,1,Low,False,,0,fast
unplanned,others,non-corridor,unknown,upparpet,unknown,1.0,2.0,3.0,0,0,Low,False,12.775447683333336,0,fast
unplanned,congestion,orr north 1,unknown,hennuru,unknown,1.0,2.0,3.0,0,0,High,False,52.42753255,0,fast
unplanned,others,orr west 1,unknown,banashankari,unknown,20.0,4.0,3.0,0,1,High,False,20.280152166666667,0,fast
unplanned,others,magadi road,unknown,kamakshipalya,unknown,1.0,2.0,3.0,0,0,High,False,13.76268395,0,fast
unplanned,accident,bellary road 2,unknown,yelahanka,unknown,18.0,4.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr east 1,unknown,madiwala,truck,21.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,water_logging,bellary road 1,unknown,hebbala,unknown,19.0,4.0,3.0,0,1,High,False,,0,slow
unplanned,pot_holes,irr(thanisandra road),unknown,adugodi,unknown,19.0,4.0,3.0,0,1,High,False,,0,slow
unplanned,tree_fall,non-corridor,unknown,jayanagara,unknown,19.0,4.0,3.0,0,1,Low,False,48.95543648333333,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,ksrtc_bus,21.0,4.0,3.0,0,1,High,False,9.997270066666664,0,fast
unplanned,pot_holes,irr(thanisandra road),unknown,adugodi,unknown,21.0,4.0,3.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,banaswadi,lcv,19.0,4.0,3.0,0,1,Low,False,,0,fast
unplanned,procession,non-corridor,unknown,bellandur,unknown,2.0,2.0,3.0,0,0,Low,False,3.013913733333333,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,heavy_vehicle,0.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,cbd 2,unknown,cubbon park,bmtc_bus,0.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,pot_holes,non-corridor,unknown,v.v.puram (c.pet),unknown,2.0,2.0,3.0,0,0,Low,False,,0,slow
unplanned,vehicle_breakdown,old madras road,unknown,halasur,bmtc_bus,2.0,2.0,3.0,0,0,High,False,18.148097683333333,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,lcv,2.0,2.0,3.0,0,0,High,False,32.78711466666667,0,fast
planned,vehicle_breakdown,non-corridor,unknown,no police station,unknown,3.0,2.0,3.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,hennuru,heavy_vehicle,3.0,2.0,3.0,0,0,Low,False,104.44264348333331,0,fast
planned,construction,orr east 2,unknown,hal old airport,unknown,2.0,2.0,2.0,0,0,High,False,,0,slow
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,heavy_vehicle,19.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,congestion,non-corridor,unknown,kamakshipalya,unknown,4.0,2.0,3.0,0,0,Low,True,12.732202816666668,0,fast
unplanned,others,non-corridor,unknown,jayanagara,unknown,5.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,truck,21.0,4.0,3.0,0,1,High,False,4.05119445,0,fast
unplanned,others,non-corridor,unknown,kamakshipalya,unknown,4.0,2.0,3.0,0,0,Low,True,46986.86674555,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,basavanagudi,truck,22.0,4.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,chikkabanavara,bmtc_bus,6.0,2.0,3.0,0,1,Low,False,42.46220125,0,fast
unplanned,water_logging,tumkur road,unknown,peenya,unknown,6.0,2.0,3.0,0,1,High,False,72.85393916666666,0,slow
unplanned,road_conditions,mysore road,unknown,ashok nagar,unknown,22.0,4.0,3.0,0,1,High,False,20560.75652833333,0,slow
unplanned,vehicle_breakdown,hosur road,unknown,electronic city,private_car,20.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 1,unknown,hebbala,lcv,3.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,private_bus,3.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,kodigehalli,others,4.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,congestion,orr north 1,unknown,hennuru,unknown,4.0,2.0,3.0,0,0,High,False,154.51919141666667,0,fast
unplanned,tree_fall,non-corridor,unknown,no police station,unknown,7.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,private_car,23.0,4.0,3.0,0,0,High,False,31.87520885,0,fast
unplanned,vehicle_breakdown,old madras road,unknown,jeevanbheemanagar,bmtc_bus,23.0,4.0,3.0,0,0,High,False,78.34826575000001,0,fast
unplanned,vehicle_breakdown,orr north 1,unknown,banaswadi,heavy_vehicle,19.0,4.0,3.0,0,1,High,False,,0,fast
unplanned,congestion,tumkur road,unknown,chikkabanavara,unknown,7.0,2.0,3.0,0,1,High,True,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,heavy_vehicle,0.0,5.0,3.0,1,0,High,False,29.89324733333333,0,fast
unplanned,accident,non-corridor,unknown,rajajinagar,unknown,6.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,adugodi,bmtc_bus,9.0,2.0,3.0,0,0,Low,False,,0,fast
unplanned,accident,non-corridor,unknown,rajajinagar,unknown,7.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,bellandur,bmtc_bus,0.0,5.0,3.0,1,0,Low,False,26.941963933333334,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,private_bus,6.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,7.0,2.0,3.0,0,1,Low,True,,0,fast
unplanned,vehicle_breakdown,orr east 1,unknown,bellandur,bmtc_bus,8.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,peenya,bmtc_bus,7.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,protest,non-corridor,unknown,k.r. pura,unknown,0.0,5.0,3.0,1,0,Low,False,,0,fast
unplanned,congestion,orr north 2,unknown,kodigehalli,unknown,4.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,kodigehalli,lcv,5.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,hosur road,unknown,madiwala,bmtc_bus,10.0,2.0,3.0,0,0,High,False,22.98823085,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,heavy_vehicle,1.0,5.0,3.0,1,0,High,False,22.34844435,0,fast
unplanned,pot_holes,hosur road,south zone 2,madiwala,unknown,2.0,5.0,12.0,1,0,High,False,117103.4595215,0,slow
unplanned,vehicle_breakdown,west of chord road,unknown,byatarayanapura,heavy_vehicle,18.0,2.0,3.0,0,0,High,False,24.466795816666668,0,fast
unplanned,others,tumkur road,unknown,peenya,unknown,18.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,heavy_vehicle,0.0,5.0,3.0,1,0,High,True,,0,fast
unplanned,vehicle_breakdown,old madras road,unknown,banaswadi,truck,0.0,5.0,3.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,heavy_vehicle,19.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,pot_holes,bannerghata road,unknown,j.p. nagar,unknown,3.0,5.0,3.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,sheshadripuram,bmtc_bus,2.0,5.0,3.0,1,0,Low,False,158.45544278333332,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,heavy_vehicle,4.0,5.0,3.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,high ground,bmtc_bus,2.0,5.0,3.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,others,20.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,bmtc_bus,2.0,5.0,3.0,1,0,High,False,,0,fast
planned,construction,non-corridor,unknown,r.t. nagar,unknown,3.0,5.0,3.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,west of chord road,unknown,rajajinagar,ksrtc_bus,5.0,5.0,3.0,1,1,High,False,,0,fast
unplanned,tree_fall,non-corridor,unknown,peenya,unknown,21.0,2.0,3.0,0,1,Low,False,92.98989458333334,0,fast
planned,construction,orr east 2,unknown,hal old airport,unknown,21.0,2.0,3.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,malleshwaram,bmtc_bus,5.0,5.0,3.0,1,1,Low,False,70.00693796666665,0,fast
unplanned,others,tumkur road,unknown,peenya,unknown,21.0,2.0,3.0,0,1,High,False,1848.5386914833327,0,fast
unplanned,vehicle_breakdown,orr north 1,unknown,mahadevapura,truck,19.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,other_rare,bellary road 2,unknown,chikkajala,unknown,22.0,2.0,3.0,0,1,High,False,19189.64119418333,0,slow
unplanned,road_conditions,mysore road,unknown,chamarajpet,unknown,21.0,2.0,3.0,0,1,High,True,,0,slow
planned,construction,non-corridor,unknown,mico layout,unknown,5.0,5.0,3.0,1,1,Low,True,3822.70962675,0,slow
unplanned,road_conditions,magadi road,unknown,kamakshipalya,unknown,22.0,2.0,3.0,0,1,High,True,,0,slow
unplanned,vehicle_breakdown,orr west 1,unknown,k.s. layout,truck,5.0,5.0,3.0,1,1,High,False,,0,fast
unplanned,others,non-corridor,unknown,cubbon park,unknown,23.0,2.0,3.0,0,0,Low,False,21664.008974133336,0,fast
unplanned,congestion,orr north 2,unknown,kodigehalli,unknown,5.0,5.0,3.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,heavy_vehicle,23.0,2.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,lcv,19.0,2.0,3.0,0,1,High,False,,0,fast
planned,construction,non-corridor,unknown,ashok nagar,unknown,21.0,2.0,3.0,0,1,Low,False,,0,slow
planned,construction,non-corridor,unknown,whitefield,unknown,23.0,2.0,3.0,0,0,Low,False,,0,slow
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,bmtc_bus,20.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,kodigehalli,others,20.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,bmtc_bus,0.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,adugodi,heavy_vehicle,23.0,2.0,3.0,0,0,Low,False,39.13312485,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,yeshwanthpura,lcv,20.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,airport new south road,unknown,hennuru,others,19.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,orr east 1,unknown,bellandur,bmtc_bus,20.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,20.0,2.0,3.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,bmtc_bus,5.0,5.0,3.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,heavy_vehicle,0.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,procession,hosur road,unknown,adugodi,unknown,22.0,2.0,3.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,heavy_vehicle,0.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,taxi,0.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,heavy_vehicle,4.0,3.0,3.0,0,0,Low,True,17.2937739,0,fast
unplanned,vehicle_breakdown,varthur road,unknown,whitefield,heavy_vehicle,2.0,3.0,3.0,0,0,High,False,122.43185746666668,0,fast
unplanned,others,tumkur road,unknown,peenya,unknown,3.0,3.0,3.0,0,0,High,False,243.29029311666667,0,fast
unplanned,congestion,hennur main road,unknown,hennuru,unknown,4.0,3.0,3.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,ksrtc_bus,6.0,5.0,3.0,1,1,Low,False,,0,fast
unplanned,water_logging,mysore road,unknown,chamarajpet,unknown,5.0,3.0,3.0,0,1,High,False,6592.442654816667,0,slow
planned,construction,non-corridor,unknown,whitefield,unknown,22.0,4.0,3.0,0,1,Low,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,halasuru gate,bmtc_bus,4.0,3.0,3.0,0,0,Low,False,13.885744066666666,0,fast
unplanned,water_logging,non-corridor,unknown,adugodi,unknown,5.0,3.0,3.0,0,1,Low,False,165.4671482,0,slow
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,others,5.0,3.0,3.0,0,1,High,False,9.381939516666668,0,fast
