event_type,event_cause,corridor,zone,police_station,veh_type,hour,day_of_week,month,is_weekend,is_peak_hour,priority,requires_road_closure,resolution_minutes
unplanned,vehicle_breakdown,Mysore Road,unknown,Byatarayanapura,bmtc_bus,1.0,6.0,3.0,1,0,High,False,
unplanned,vehicle_breakdown,Bannerghata Road,unknown,Mico Layout,private_car,8.0,3.0,2.0,0,0,High,False,27.85295405
unplanned,vehicle_breakdown,Non-corridor,unknown,Jayanagara,bmtc_bus,7.0,3.0,2.0,0,1,Low,False,112.04517458333333
planned,public_event,Non-corridor,unknown,Electronic City,unknown,,,,0,0,Low,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,Byatarayanapura,auto,6.0,3.0,2.0,0,1,Low,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,Jayanagara,bmtc_bus,4.0,3.0,2.0,0,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,lcv,5.0,3.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Electronic City,others,5.0,3.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,Tumkur Road,unknown,Chikkabanavara,private_car,5.0,3.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Ashok Nagar,private_car,6.0,3.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Mahadevapura,heavy_vehicle,2.0,6.0,3.0,1,0,Low,True,
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,5.0,6.0,3.0,1,1,High,False,39.481431066666666
unplanned,vehicle_breakdown,Non-corridor,unknown,Jalahalli,heavy_vehicle,3.0,6.0,3.0,1,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,private_car,5.0,6.0,3.0,1,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,K.R. Pura,others,8.0,3.0,2.0,0,0,Low,False,10.010460816666667
unplanned,vehicle_breakdown,IRR(Thanisandra road),unknown,Jeevanbheemanagar,bmtc_bus,7.0,3.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Varthur Road,unknown,HAL Old Airport,bmtc_bus,7.0,3.0,2.0,0,1,High,False,
planned,construction,ORR East 2,unknown,HAL Old Airport,unknown,21.0,2.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,K.R. Pura,others,9.0,3.0,2.0,0,0,Low,False,15.370875883333333
unplanned,vehicle_breakdown,Non-corridor,unknown,K.R. Pura,lcv,13.0,3.0,2.0,0,0,Low,False,
unplanned,construction,Non-corridor,unknown,HAL Old Airport,unknown,19.0,3.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Jayanagara,lcv,6.0,6.0,3.0,1,1,Low,False,
unplanned,accident,Non-corridor,unknown,K.R. Pura,unknown,18.0,3.0,2.0,0,0,Low,False,45.76001521666667
unplanned,water_logging,Non-corridor,unknown,Halasur,unknown,7.0,6.0,3.0,1,1,Low,False,17293.020157266667
unplanned,others,ORR East 1,unknown,HAL Old Airport,unknown,19.0,3.0,2.0,0,1,High,False,83.30453795
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Yelahanka,heavy_vehicle,4.0,6.0,3.0,1,0,High,False,
unplanned,accident,Old Madras Road,unknown,Banaswadi,unknown,18.0,3.0,2.0,0,0,High,False,
unplanned,pot_holes,Non-corridor,unknown,Hulimavu,unknown,21.0,3.0,2.0,0,1,Low,False,
unplanned,others,Non-corridor,unknown,Banaswadi,unknown,8.0,6.0,3.0,1,0,Low,False,4.885507283333333
unplanned,pot_holes,Airport New South Road,unknown,Pulikeshinagar(F.Town),unknown,20.0,3.0,2.0,0,1,High,False,51029.6587882
unplanned,road_conditions,Non-corridor,unknown,Yelahanka,unknown,21.0,3.0,2.0,0,1,Low,False,566.6772309666667
planned,construction,ORR East 2,unknown,HAL Old Airport,unknown,20.0,3.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,HAL Old Airport,bmtc_bus,19.0,3.0,2.0,0,1,Low,False,
unplanned,accident,Non-corridor,unknown,K.G. Halli,unknown,5.0,6.0,3.0,1,1,Low,False,
unplanned,vehicle_breakdown,West of Chord Road,unknown,Vijayanagara,bmtc_bus,6.0,6.0,3.0,1,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Halasuru Gate,bmtc_bus,6.0,6.0,3.0,1,1,Low,False,
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,ksrtc_bus,9.0,6.0,3.0,1,0,High,False,
unplanned,pot_holes,CBD 1,unknown,Shivajinagar,unknown,21.0,3.0,2.0,0,1,High,False,62284.59207671667
unplanned,vehicle_breakdown,Old Madras Road,unknown,Banaswadi,lcv,18.0,3.0,2.0,0,0,High,False,
unplanned,others,ORR West 1,unknown,Byatarayanapura,unknown,22.0,3.0,2.0,0,1,High,False,69.93633795000001
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,22.0,3.0,2.0,0,1,High,False,57.164526783333336
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,truck,10.0,6.0,3.0,1,0,High,False,12.689850833333333
planned,construction,Varthur Road,unknown,HAL Old Airport,unknown,11.0,6.0,3.0,1,0,High,True,
unplanned,others,Non-corridor,unknown,Halasuru Gate,unknown,22.0,3.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Wilson Garden,bmtc_bus,19.0,3.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,ORR West 1,unknown,Byatarayanapura,bmtc_bus,22.0,3.0,2.0,0,1,High,False,12.721911633333333
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,heavy_vehicle,11.0,6.0,3.0,1,0,High,False,60.872188933333334
unplanned,vehicle_breakdown,ORR North 2,unknown,Yeshwanthpura,truck,10.0,6.0,3.0,1,0,High,False,
unplanned,pot_holes,Non-corridor,unknown,Pulikeshinagar(F.Town),unknown,23.0,3.0,2.0,0,0,Low,False,
unplanned,vehicle_breakdown,Magadi Road,unknown,Kamakshipalya,others,20.0,3.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Old Madras Road,unknown,Banaswadi,others,21.0,3.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Magadi Road,unknown,Kamakshipalya,private_car,23.0,3.0,2.0,0,0,High,False,
unplanned,construction,ORR North 1,unknown,Hebbala,unknown,0.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Shivajinagar,bmtc_bus,23.0,3.0,2.0,0,0,Low,False,55.578412783333334
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,bmtc_bus,1.0,4.0,2.0,0,0,High,False,24.837310600000002
unplanned,vehicle_breakdown,ORR East 1,unknown,HAL Old Airport,private_bus,1.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Magadi Road,unknown,Kamakshipalya,bmtc_bus,1.0,4.0,2.0,0,0,High,False,53.36274408333334
unplanned,vehicle_breakdown,Non-corridor,unknown,Hennuru,heavy_vehicle,1.0,4.0,2.0,0,0,Low,False,26.506782533333332
unplanned,pot_holes,Non-corridor,unknown,Jayanagara,unknown,1.0,4.0,2.0,0,0,Low,False,
planned,vip_movement,Old Airport Road,unknown,HAL Old Airport,unknown,,,,0,0,High,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,Jayanagara,private_car,1.0,4.0,2.0,0,0,Low,False,26.544809666666666
unplanned,vehicle_breakdown,Old Madras Road,unknown,Jeevanbheemanagar,bmtc_bus,2.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,ORR East 1,unknown,Bellandur,lcv,3.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Byatarayanapura,heavy_vehicle,2.0,4.0,2.0,0,0,High,False,51.91649708333333
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,lcv,20.0,6.0,3.0,1,1,High,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Byatarayanapura,heavy_vehicle,3.0,4.0,2.0,0,0,High,False,68.26804354999999
planned,construction,Non-corridor,unknown,HAL Old Airport,unknown,4.0,4.0,2.0,0,0,Low,False,2.2817703166666665
planned,procession,Non-corridor,unknown,V.V.Puram (C.Pet),unknown,21.0,6.0,3.0,1,1,Low,False,
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,ksrtc_bus,6.0,4.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,heavy_vehicle,19.0,6.0,3.0,1,1,High,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,heavy_vehicle,18.0,6.0,3.0,1,0,High,False,
unplanned,vehicle_breakdown,IRR(Thanisandra road),unknown,Adugodi,bmtc_bus,19.0,6.0,3.0,1,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Sheshadripuram,bmtc_bus,21.0,6.0,3.0,1,1,Low,False,43.907065366666664
unplanned,vehicle_breakdown,Mysore Road,unknown,Byatarayanapura,bmtc_bus,21.0,6.0,3.0,1,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,K.S. Layout,bmtc_bus,5.0,4.0,2.0,0,1,Low,False,6.4820150000000005
unplanned,vehicle_breakdown,CBD 1,unknown,Shivajinagar,others,6.0,4.0,2.0,0,1,High,False,13.161401233333333
unplanned,others,Bannerghata Road,unknown,Hulimavu,unknown,7.0,4.0,2.0,0,1,High,False,28.348933666666667
unplanned,vehicle_breakdown,Mysore Road,unknown,Ashok Nagar,bmtc_bus,4.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Chamarajpet,bmtc_bus,4.0,4.0,2.0,0,0,Low,False,
unplanned,others,Magadi Road,Central Zone 2,Magadi Road,unknown,6.0,2.0,11.0,0,1,High,False,123973.85654771667
unplanned,vehicle_breakdown,Airport New South Road,unknown,Pulikeshinagar(F.Town),bmtc_bus,9.0,4.0,2.0,0,0,High,False,
unplanned,pot_holes,Non-corridor,unknown,Adugodi,unknown,20.0,4.0,2.0,0,1,Low,False,69853.97066598333
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,truck,8.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Tumkur Road,unknown,Peenya,lcv,8.0,4.0,2.0,0,0,High,False,
unplanned,congestion,ORR North 2,unknown,Kodigehalli,unknown,5.0,4.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Ashok Nagar,bmtc_bus,5.0,4.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Rajajinagar,heavy_vehicle,6.0,4.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Jnanabharathi,private_car,20.0,4.0,2.0,0,1,Low,False,20.946314283333333
unplanned,vehicle_breakdown,Non-corridor,unknown,K.S. Layout,bmtc_bus,5.0,4.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Rajajinagar,heavy_vehicle,21.0,4.0,2.0,0,1,Low,False,
unplanned,vehicle_breakdown,ORR West 1,unknown,J.P. Nagar,heavy_vehicle,20.0,4.0,2.0,0,1,High,False,54.41555578333334
unplanned,vehicle_breakdown,Magadi Road,unknown,Kamakshipalya,heavy_vehicle,20.0,4.0,2.0,0,1,High,False,
unplanned,water_logging,Hennur Main Road,unknown,Hennuru,unknown,21.0,4.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,K.R. Pura,private_bus,0.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,High ground,bmtc_bus,0.0,5.0,2.0,1,0,High,False,27.87250365
unplanned,vehicle_breakdown,Non-corridor,unknown,Bellandur,lcv,22.0,4.0,2.0,0,1,Low,False,
planned,construction,ORR East 2,unknown,HAL Old Airport,unknown,21.0,4.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR East 2,unknown,K.R. Pura,private_bus,20.0,4.0,2.0,0,1,High,False,
planned,vip_movement,Non-corridor,unknown,Thalagattapura,unknown,,,,0,0,Low,True,
unplanned,others,Magadi Road,unknown,Kamakshipalya,unknown,1.0,5.0,2.0,1,0,High,False,55.317655916666666
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,lcv,1.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Bannerghata Road,unknown,J.P. Nagar,bmtc_bus,23.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,private_car,22.0,4.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Hennuru,truck,2.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,others,2.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Hosur Road,unknown,Madiwala,bmtc_bus,3.0,5.0,2.0,1,0,High,False,70.40309615
unplanned,vehicle_breakdown,ORR East 1,unknown,HAL Old Airport,lcv,4.0,5.0,2.0,1,0,High,False,64.34689078333334
unplanned,vehicle_breakdown,Non-corridor,unknown,Cubbon Park,private_car,3.0,5.0,2.0,1,0,Low,False,
unplanned,water_logging,ORR West 1,unknown,K.S. Layout,unknown,3.0,5.0,2.0,1,0,High,False,245.19777885
unplanned,vehicle_breakdown,Bannerghata Road,unknown,Mico Layout,lcv,23.0,4.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Hosur Road,unknown,HSR Layout,private_bus,4.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,others,5.0,5.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Old Madras Road,unknown,Cubbon Park,others,4.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Hosur Road,unknown,Electronic City,bmtc_bus,5.0,5.0,2.0,1,1,High,False,18.99817295
unplanned,others,Hennur Main Road,unknown,Hennuru,unknown,6.0,5.0,2.0,1,1,High,False,4156.1516019
unplanned,road_conditions,Magadi Road,unknown,Magadi Road,unknown,6.0,5.0,2.0,1,1,High,False,10024.195976733334
unplanned,vehicle_breakdown,Old Madras Road,unknown,Jeevanbheemanagar,lcv,7.0,5.0,2.0,1,1,High,False,5.209710783333334
unplanned,vehicle_breakdown,Non-corridor,unknown,Banashankari,bmtc_bus,4.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Chamarajpet,bmtc_bus,4.0,5.0,2.0,1,0,High,False,
unplanned,congestion,ORR North 2,unknown,Kodigehalli,unknown,5.0,5.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,private_car,7.0,5.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Whitefield,lcv,9.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Byatarayanapura,bmtc_bus,8.0,5.0,2.0,1,0,High,False,77.41273774999999
unplanned,others,Non-corridor,unknown,No Police Station,unknown,8.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Old Airport Road,unknown,Halasur,truck,11.0,5.0,2.0,1,0,High,False,69.93821856666666
unplanned,vehicle_breakdown,Old Madras Road,unknown,Shivajinagar,others,4.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,ORR East 1,unknown,Bellandur,bmtc_bus,8.0,5.0,2.0,1,0,High,False,
planned,vip_movement,Non-corridor,unknown,Hulimavu,unknown,,,,0,0,Low,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,private_bus,12.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,private_bus,12.0,5.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,West of Chord Road,unknown,Byatarayanapura,heavy_vehicle,18.0,5.0,2.0,1,0,High,False,35.05276381666667
unplanned,accident,Non-corridor,unknown,Chikkajala,unknown,19.0,5.0,2.0,1,1,Low,False,52.07746276666667
planned,construction,ORR East 2,unknown,HAL Old Airport,unknown,21.0,5.0,2.0,1,1,High,False,
unplanned,construction,Non-corridor,unknown,R.T. Nagar,unknown,16.0,5.0,2.0,1,0,Low,True,9464.670240516665
unplanned,construction,Non-corridor,unknown,R.T. Nagar,unknown,16.0,5.0,2.0,1,0,Low,True,9458.491297233333
unplanned,others,Non-corridor,unknown,Upparpet,unknown,21.0,5.0,2.0,1,1,Low,False,17.6889574
planned,vip_movement,Non-corridor,unknown,No Police Station,unknown,,,,0,0,Low,True,
unplanned,accident,Non-corridor,unknown,Electronic City,unknown,20.0,5.0,2.0,1,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Cubbon Park,bmtc_bus,19.0,5.0,2.0,1,1,Low,False,
unplanned,others,ORR West 1,unknown,K.S. Layout,unknown,0.0,6.0,2.0,1,0,High,False,13.282436566666666
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,heavy_vehicle,21.0,5.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Upparpet,bmtc_bus,21.0,5.0,2.0,1,1,Low,False,33.299465850000004
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,private_car,23.0,5.0,2.0,1,0,High,False,64.56195151666667
unplanned,vehicle_breakdown,Hosur Road,unknown,Madiwala,truck,0.0,6.0,2.0,1,0,High,False,35.21883235
unplanned,others,Non-corridor,unknown,Ashok Nagar,unknown,1.0,6.0,2.0,1,0,Low,False,31.519939366666666
planned,construction,Tumkur Road,unknown,Yeshwanthpura,unknown,0.0,6.0,2.0,1,0,High,True,
unplanned,congestion,Hennur Main Road,unknown,Hennuru,unknown,0.0,6.0,2.0,1,0,High,False,108.22733615
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,19.0,5.0,2.0,1,1,High,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,heavy_vehicle,20.0,5.0,2.0,1,1,Low,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,2.0,6.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,2.0,6.0,2.0,1,0,High,False,2.2310387166666668
unplanned,vehicle_breakdown,Mysore Road,unknown,Ashok Nagar,bmtc_bus,3.0,6.0,2.0,1,0,High,False,57.2864581
unplanned,vehicle_breakdown,Mysore Road,unknown,Chamarajpet,bmtc_bus,23.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Bannerghata Road,unknown,Mico Layout,private_car,2.0,6.0,2.0,1,0,High,False,61.725270716666664
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,heavy_vehicle,2.0,6.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,23.0,5.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Electronic City,truck,3.0,6.0,2.0,1,0,Low,True,144.07803846666667
unplanned,vehicle_breakdown,Non-corridor,unknown,High ground,heavy_vehicle,2.0,6.0,2.0,1,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,private_bus,2.0,6.0,2.0,1,0,High,False,
unplanned,others,Mysore Road,unknown,Halasuru Gate,unknown,5.0,6.0,2.0,1,1,High,True,
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,bmtc_bus,5.0,6.0,2.0,1,1,High,False,9.91719885
unplanned,vehicle_breakdown,Bellary Road 1,unknown,High ground,heavy_vehicle,4.0,6.0,2.0,1,0,High,False,95.13714321666666
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Chikkajala,others,5.0,6.0,2.0,1,1,High,False,36.75851303333333
unplanned,vehicle_breakdown,Mysore Road,unknown,Ashok Nagar,bmtc_bus,5.0,6.0,2.0,1,1,High,False,135.56645735
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,lcv,4.0,6.0,2.0,1,0,High,False,175.78652098333333
unplanned,vehicle_breakdown,ORR North 2,unknown,Jalahalli,heavy_vehicle,2.0,6.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Upparpet,bmtc_bus,2.0,6.0,2.0,1,0,Low,False,
planned,construction,Non-corridor,unknown,Rajajinagar,unknown,5.0,6.0,2.0,1,1,Low,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,Halasuru Gate,heavy_vehicle,6.0,6.0,2.0,1,1,Low,True,
unplanned,vehicle_breakdown,ORR North 2,unknown,Yeshwanthpura,truck,6.0,6.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Halasuru Gate,heavy_vehicle,6.0,6.0,2.0,1,1,High,True,13.030755666666666
unplanned,vehicle_breakdown,Magadi Road,unknown,Kamakshipalya,others,6.0,6.0,2.0,1,1,High,False,29.79472086666667
planned,vip_movement,Mysore Road,unknown,Kengeri,unknown,,,,0,0,High,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,Yelahanka,lcv,7.0,6.0,2.0,1,1,Low,False,
unplanned,pot_holes,Bannerghata Road,South Zone 2,Hulimavu,unknown,22.0,4.0,12.0,0,1,High,False,102833.99944341667
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Sadashivanagar,lcv,7.0,6.0,2.0,1,1,High,False,23.743930483333333
unplanned,vehicle_breakdown,Tumkur Road,unknown,Yeshwanthpura,bmtc_bus,7.0,6.0,2.0,1,1,High,False,50.50448333333333
unplanned,vehicle_breakdown,Tumkur Road,unknown,Peenya,lcv,7.0,6.0,2.0,1,1,High,False,29.0898873
unplanned,pot_holes,Bannerghata Road,South Zone 2,Hulimavu,unknown,22.0,4.0,12.0,0,1,High,False,102846.21007205
unplanned,vehicle_breakdown,Non-corridor,unknown,K.R. Pura,others,5.0,6.0,2.0,1,1,Low,False,
unplanned,vehicle_breakdown,Magadi Road,unknown,Kamakshipalya,truck,5.0,6.0,2.0,1,1,High,False,
planned,vip_movement,Non-corridor,unknown,Thalagattapura,unknown,,,,0,0,Low,True,
unplanned,procession,Magadi Road,unknown,Kamakshipalya,unknown,8.0,6.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Chikkajala,truck,6.0,6.0,2.0,1,1,High,False,
unplanned,congestion,Non-corridor,unknown,Whitefield,unknown,22.0,6.0,3.0,1,1,Low,False,
unplanned,vehicle_breakdown,CBD 2,unknown,Cubbon Park,private_car,8.0,6.0,2.0,1,0,High,False,15.373663483333333
unplanned,vehicle_breakdown,Bannerghata Road,unknown,J.P. Nagar,heavy_vehicle,8.0,6.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,Bannerghata Road,unknown,J.P. Nagar,heavy_vehicle,8.0,6.0,2.0,1,0,High,False,
unplanned,accident,ORR North 1,unknown,Hebbala,unknown,10.0,6.0,2.0,1,0,High,False,
unplanned,vehicle_breakdown,ORR North 2,unknown,Kodigehalli,truck,19.0,6.0,2.0,1,1,High,False,
planned,public_event,CBD 2,unknown,Cubbon Park,unknown,,,,0,0,High,False,
unplanned,others,Tumkur Road,unknown,Chikkabanavara,unknown,20.0,6.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Hosur Road,unknown,Electronic City,heavy_vehicle,20.0,6.0,2.0,1,1,High,False,88.63287516666666
unplanned,vehicle_breakdown,Mysore Road,unknown,Ashok Nagar,others,20.0,6.0,2.0,1,1,High,False,85.63499211666667
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Kodigehalli,private_bus,21.0,6.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,ORR West 1,unknown,Byatarayanapura,bmtc_bus,5.0,6.0,2.0,1,1,High,True,
unplanned,vehicle_breakdown,Non-corridor,unknown,Mico Layout,bmtc_bus,7.0,6.0,2.0,1,1,Low,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Byatarayanapura,bmtc_bus,20.0,6.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Hennur Main Road,unknown,K.G. Halli,others,20.0,6.0,2.0,1,1,High,False,
unplanned,vehicle_breakdown,Hosur Road,unknown,Hulimavu,heavy_vehicle,20.0,6.0,2.0,1,1,High,False,
unplanned,accident,Non-corridor,unknown,V.V.Puram (C.Pet),unknown,1.0,0.0,2.0,0,0,Low,False,31.814843783333334
unplanned,vehicle_breakdown,Non-corridor,unknown,Sadashivanagar,heavy_vehicle,0.0,0.0,2.0,0,0,Low,False,16.525977933333333
unplanned,congestion,Non-corridor,unknown,Whitefield,unknown,22.0,6.0,2.0,1,1,Low,False,
unplanned,vehicle_breakdown,Airport New South Road,unknown,Banaswadi,others,23.0,6.0,2.0,1,0,High,False,
unplanned,others,Magadi Road,unknown,Kamakshipalya,unknown,0.0,0.0,2.0,0,0,High,False,8530.49384115
unplanned,others,Bellary Road 1,unknown,Hebbala,unknown,2.0,0.0,2.0,0,0,High,False,
unplanned,others,Bellary Road 1,unknown,Hebbala,unknown,2.0,0.0,2.0,0,0,High,False,
unplanned,protest,Tumkur Road,unknown,Yeshwanthpura,unknown,0.0,0.0,2.0,0,0,High,False,
unplanned,water_logging,Non-corridor,unknown,K.R. Pura,unknown,1.0,0.0,2.0,0,0,Low,False,1838.5423807833333
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Kodigehalli,truck,2.0,0.0,2.0,0,0,High,False,
planned,vip_movement,Mysore Road,unknown,Kengeri,unknown,,,,0,0,High,True,
unplanned,road_conditions,West of Chord Road,unknown,Malleshwaram,unknown,5.0,0.0,2.0,0,1,High,False,48498.548129383336
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Yelahanka,heavy_vehicle,4.0,0.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Mysore Road,unknown,Kengeri,ksrtc_bus,3.0,0.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,ORR East 1,unknown,Bellandur,bmtc_bus,7.0,0.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,Tumkur Road,unknown,Peenya,heavy_vehicle,3.0,0.0,2.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Halasur,lcv,6.0,0.0,2.0,0,1,Low,False,
planned,vip_movement,Mysore Road,unknown,Kengeri,unknown,,,,0,0,High,True,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Sadashivanagar,private_car,6.0,0.0,2.0,0,1,High,False,
planned,vip_movement,Non-corridor,unknown,Kamakshipalya,unknown,,,,0,0,Low,True,
planned,construction,Non-corridor,West Zone 2,Rajajinagar,unknown,,,,0,0,Low,True,
unplanned,pot_holes,IRR(Thanisandra road),unknown,Adugodi,unknown,19.0,0.0,2.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR East 2,unknown,Banaswadi,heavy_vehicle,20.0,0.0,2.0,0,1,High,False,5.492729283333333
unplanned,others,Non-corridor,unknown,Whitefield,unknown,18.0,0.0,2.0,0,0,Low,False,
unplanned,vehicle_breakdown,Tumkur Road,unknown,Peenya,bmtc_bus,23.0,6.0,3.0,1,0,High,False,71.25627258333334
unplanned,vehicle_breakdown,Non-corridor,unknown,Jnanabharathi,heavy_vehicle,20.0,0.0,2.0,0,1,Low,False,
unplanned,tree_fall,Non-corridor,unknown,K.R. Pura,unknown,19.0,0.0,2.0,0,1,Low,False,2289.517529416667
unplanned,vehicle_breakdown,Non-corridor,unknown,Jayanagara,taxi,23.0,6.0,3.0,1,0,Low,False,66.43240593333333
